,topk,alpha_topk,alpha_sparsity,alpha_gt_acc,alpha_pred_acc,alpha_kld
335,15,15.0,0.09740259498357773,1.0,1.0,0.0007849098183214664
336,16,16.0,0.10389610379934311,1.0,1.0,0.0007849098183214664
337,17,16.0,0.10389610379934311,1.0,1.0,0.0007849098183214664
338,18,18.0,0.11688311398029327,1.0,1.0,0.0007849098183214664
339,19,18.0,0.11688311398029327,1.0,1.0,0.0007849098183214664
340,0,0.0,0.0,0.0,0.0,3.177905559539795
341,1,1.0,0.07692307978868484,0.0,0.0,2.6248185634613037
342,2,2.0,0.1538461595773697,1.0,1.0,0.18634401261806488
343,3,3.0,0.23076923191547394,1.0,1.0,0.015888433903455734
344,4,4.0,0.3076923191547394,1.0,1.0,0.0010466927196830511
345,5,5.0,0.38461539149284363,1.0,1.0,0.019327286630868912
346,6,6.0,0.4615384638309479,1.0,1.0,0.003359387628734112
347,7,7.0,0.5384615659713745,1.0,1.0,0.00431186705827713
348,8,7.0,0.5384615659713745,1.0,1.0,0.00431186705827713
349,9,7.0,0.5384615659713745,1.0,1.0,0.00431186705827713
350,10,7.0,0.5384615659713745,1.0,1.0,0.00431186705827713
351,11,11.0,0.8461538553237915,1.0,1.0,0.0001021907664835453
352,12,11.0,0.8461538553237915,1.0,1.0,0.0001021907664835453
353,13,13.0,1.0,1.0,1.0,-2.677714761034622e-08
354,14,13.0,1.0,1.0,1.0,-2.677714761034622e-08
355,15,13.0,1.0,1.0,1.0,-2.677714761034622e-08
356,16,13.0,1.0,1.0,1.0,-2.677714761034622e-08
357,17,13.0,1.0,1.0,1.0,-2.677714761034622e-08
358,18,13.0,1.0,1.0,1.0,-2.677714761034622e-08
359,19,13.0,1.0,1.0,1.0,-2.677714761034622e-08
360,0,0.0,0.0,1.0,1.0,0.3585416078567505
361,1,1.0,0.1428571492433548,1.0,1.0,0.06480342894792557
362,2,2.0,0.2857142984867096,0.0,0.0,0.9634531140327454
363,3,3.0,0.4285714328289032,0.0,0.0,1.153641939163208
364,4,4.0,0.5714285969734192,1.0,1.0,0.05809439346194267
365,5,5.0,0.7142857313156128,0.0,0.0,0.7931289672851562
366,6,6.0,0.8571428656578064,1.0,1.0,0.0025672991760075092
367,7,7.0,1.0,1.0,1.0,-1.1412991440806763e-08
368,8,7.0,1.0,1.0,1.0,-1.1412991440806763e-08
369,9,7.0,1.0,1.0,1.0,-1.1412991440806763e-08
370,10,7.0,1.0,1.0,1.0,-1.1412991440806763e-08
371,11,7.0,1.0,1.0,1.0,-1.1412991440806763e-08
372,12,7.0,1.0,1.0,1.0,-1.1412991440806763e-08
373,13,7.0,1.0,1.0,1.0,-1.1412991440806763e-08
374,14,7.0,1.0,1.0,1.0,-1.1412991440806763e-08
375,15,7.0,1.0,1.0,1.0,-1.1412991440806763e-08
376,16,7.0,1.0,1.0,1.0,-1.1412991440806763e-08
377,17,7.0,1.0,1.0,1.0,-1.1412991440806763e-08
378,18,7.0,1.0,1.0,1.0,-1.1412991440806763e-08
379,19,7.0,1.0,1.0,1.0,-1.1412991440806763e-08
380,0,0.0,0.0,1.0,1.0,0.3648703992366791
381,1,1.0,0.05882352963089943,1.0,1.0,0.06326465308666229
382,2,2.0,0.11764705926179886,0.0,0.0,2.2154922485351562
383,3,3.0,0.1764705926179886,0.0,0.0,1.2401514053344727
384,4,4.0,0.23529411852359772,0.0,0.0,0.5805933475494385
385,5,5.0,0.29411765933036804,1.0,1.0,0.04164940118789673
386,6,6.0,0.3529411852359772,1.0,1.0,0.015121647156774998
387,7,7.0,0.4117647111415863,1.0,1.0,0.015121647156774998
388,8,7.0,0.4117647111415863,1.0,1.0,0.015121647156774998
389,9,9.0,0.529411792755127,1.0,1.0,0.015121647156774998
390,10,9.0,0.529411792755127,1.0,1.0,0.015121647156774998
391,11,9.0,0.529411792755127,1.0,1.0,0.015121647156774998
392,12,9.0,0.529411792755127,1.0,1.0,0.015121647156774998
393,13,9.0,0.529411792755127,1.0,1.0,0.015121647156774998
394,14,9.0,0.529411792755127,1.0,1.0,0.015121647156774998
395,15,9.0,0.529411792755127,1.0,1.0,0.015121647156774998
396,16,9.0,0.529411792755127,1.0,1.0,0.015121647156774998
397,17,17.0,1.0,1.0,1.0,-1.3992039527011002e-08
398,18,17.0,1.0,1.0,1.0,-1.3992039527011002e-08
399,19,17.0,1.0,1.0,1.0,-1.3992039527011002e-08
400,0,0.0,0.0,0.0,0.0,2.335266351699829
401,1,1.0,0.032258063554763794,0.0,0.0,1.8651480674743652
402,2,2.0,0.06451612710952759,1.0,1.0,0.02734241634607315
403,3,3.0,0.09677419066429138,1.0,1.0,0.036828719079494476
404,4,4.0,0.12903225421905518,1.0,1.0,0.15735964477062225
405,5,5.0,0.16129031777381897,1.0,1.0,0.10580554604530334
406,6,6.0,0.19354838132858276,1.0,1.0,0.1507861614227295
407,7,7.0,0.22580644488334656,1.0,1.0,0.1578698456287384
408,8,8.0,0.25806450843811035,1.0,1.0,0.5638166069984436
409,9,9.0,0.29032257199287415,1.0,1.0,0.5638166069984436
410,10,10.0,0.32258063554763794,1.0,1.0,0.49401384592056274
411,11,11.0,0.35483869910240173,1.0,1.0,0.49401384592056274
412,12,12.0,0.3870967626571655,1.0,1.0,0.49401384592056274
413,13,12.0,0.3870967626571655,1.0,1.0,0.49401384592056274
414,14,12.0,0.3870967626571655,1.0,1.0,0.49401384592056274
415,15,12.0,0.3870967626571655,1.0,1.0,0.49401384592056274
416,16,16.0,0.5161290168762207,1.0,1.0,0.013959219679236412
417,17,16.0,0.5161290168762207,1.0,1.0,0.013959219679236412
418,18,16.0,0.5161290168762207,1.0,1.0,0.013959219679236412
419,19,19.0,0.6129032373428345,1.0,1.0,0.011215899139642715
420,0,0.0,0.0,0.0,0.0,3.177905559539795
421,1,1.0,0.06666667014360428,0.0,0.0,2.6248185634613037
422,2,2.0,0.13333334028720856,1.0,1.0,0.18634401261806488
423,3,3.0,0.20000000298023224,1.0,1.0,0.015888433903455734
424,4,4.0,0.2666666805744171,1.0,1.0,0.0010466927196830511
425,5,5.0,0.3333333432674408,1.0,1.0,0.019327286630868912
426,6,6.0,0.4000000059604645,1.0,1.0,0.003359387628734112
427,7,7.0,0.46666666865348816,1.0,1.0,0.00431186705827713
428,8,8.0,0.5333333611488342,1.0,1.0,0.0011978009715676308
429,9,8.0,0.5333333611488342,1.0,1.0,0.0011978009715676308
430,10,8.0,0.5333333611488342,1.0,1.0,0.0011978009715676308
431,11,8.0,0.5333333611488342,1.0,1.0,0.0011978009715676308
432,12,8.0,0.5333333611488342,1.0,1.0,0.0011978009715676308
433,13,8.0,0.5333333611488342,1.0,1.0,0.0011978009715676308
434,14,14.0,0.9333333373069763,1.0,1.0,1.7359736375510693e-05
435,15,15.0,1.0,1.0,1.0,-2.677714761034622e-08
436,16,15.0,1.0,1.0,1.0,-2.677714761034622e-08
437,17,15.0,1.0,1.0,1.0,-2.677714761034622e-08
438,18,15.0,1.0,1.0,1.0,-2.677714761034622e-08
439,19,15.0,1.0,1.0,1.0,-2.677714761034622e-08
440,0,0.0,0.0,1.0,1.0,0.36748915910720825
441,1,1.0,0.06666667014360428,1.0,1.0,0.06474567204713821
442,2,2.0,0.13333334028720856,0.0,0.0,2.218510389328003
443,3,3.0,0.20000000298023224,0.0,0.0,1.2397754192352295
444,4,4.0,0.2666666805744171,0.0,0.0,0.579741358757019
445,5,5.0,0.3333333432674408,1.0,1.0,0.041177861392498016
446,6,6.0,0.4000000059604645,1.0,1.0,0.014277651906013489
447,7,6.0,0.4000000059604645,1.0,1.0,0.014277651906013489
448,8,6.0,0.4000000059604645,1.0,1.0,0.014277651906013489
449,9,6.0,0.4000000059604645,1.0,1.0,0.014277651906013489
450,10,6.0,0.4000000059604645,1.0,1.0,0.014277651906013489
451,11,11.0,0.7333333492279053,1.0,1.0,0.003533854614943266
452,12,11.0,0.7333333492279053,1.0,1.0,0.003533854614943266
453,13,11.0,0.7333333492279053,1.0,1.0,0.003533854614943266
454,14,11.0,0.7333333492279053,1.0,1.0,0.003533854614943266
455,15,15.0,1.0,1.0,1.0,-1.399269589086316e-08
456,16,15.0,1.0,1.0,1.0,-1.399269589086316e-08
457,17,15.0,1.0,1.0,1.0,-1.399269589086316e-08
458,18,15.0,1.0,1.0,1.0,-1.399269589086316e-08
459,19,15.0,1.0,1.0,1.0,-1.399269589086316e-08
460,0,0.0,0.0,0.0,0.0,2.480026960372925
461,1,1.0,0.043478261679410934,0.0,0.0,1.9867961406707764
462,2,2.0,0.08695652335882187,1.0,1.0,0.05173330754041672
463,3,3.0,0.1304347813129425,1.0,1.0,0.1411864161491394
464,4,4.0,0.17391304671764374,1.0,1.0,0.1250661015510559
465,5,5.0,0.21739129722118378,1.0,1.0,0.08742279559373856
466,6,6.0,0.260869562625885,1.0,1.0,0.11634951829910278
467,7,7.0,0.30434781312942505,1.0,1.0,0.2366044968366623
468,8,8.0,0.3478260934352875,1.0,1.0,0.5627956390380859
469,9,8.0,0.3478260934352875,1.0,1.0,0.5627956390380859
470,10,10.0,0.43478259444236755,1.0,1.0,0.03443378210067749
471,11,11.0,0.47826087474823,1.0,1.0,0.03443378210067749
472,12,11.0,0.47826087474823,1.0,1.0,0.03443378210067749
473,13,13.0,0.5652173757553101,1.0,1.0,0.03443378210067749
474,14,14.0,0.6086956262588501,1.0,1.0,0.03443378210067749
475,15,14.0,0.6086956262588501,1.0,1.0,0.03443378210067749
476,16,14.0,0.6086956262588501,1.0,1.0,0.03443378210067749
477,17,14.0,0.6086956262588501,1.0,1.0,0.03443378210067749
478,18,14.0,0.6086956262588501,1.0,1.0,0.03443378210067749
479,19,14.0,0.6086956262588501,1.0,1.0,0.03443378210067749
480,0,0.0,0.0,0.0,0.0,0.7620494961738586
481,1,1.0,0.0357142873108387,0.0,0.0,1.1945531368255615
482,2,2.0,0.0714285746216774,0.0,0.0,1.3037796020507812
483,3,3.0,0.1071428582072258,0.0,0.0,1.378309965133667
484,4,4.0,0.1428571492433548,0.0,0.0,0.30149608850479126
485,5,5.0,0.1785714328289032,0.0,0.0,1.7438695430755615
486,6,6.0,0.2142857164144516,0.0,0.0,0.44038236141204834
487,7,7.0,0.25,0.0,0.0,0.8964685797691345
488,8,8.0,0.2857142984867096,0.0,0.0,0.2888343334197998
489,9,9.0,0.3214285671710968,1.0,1.0,0.2888784408569336
490,10,10.0,0.3571428656578064,1.0,1.0,0.3862874507904053
491,11,10.0,0.3571428656578064,1.0,1.0,0.3862874507904053
492,12,10.0,0.3571428656578064,1.0,1.0,0.3862874507904053
493,13,13.0,0.4642857015132904,1.0,1.0,0.23601427674293518
494,14,13.0,0.4642857015132904,1.0,1.0,0.23601427674293518
495,15,15.0,0.5357142686843872,1.0,1.0,0.1294184923171997
496,16,15.0,0.5357142686843872,1.0,1.0,0.1294184923171997
497,17,15.0,0.5357142686843872,1.0,1.0,0.1294184923171997
498,18,15.0,0.5357142686843872,1.0,1.0,0.1294184923171997
499,19,19.0,0.6785714030265808,1.0,1.0,0.07880198210477829
500,0,0.0,0.0,0.0,0.0,0.9605350494384766
501,1,1.0,0.07692307978868484,0.0,0.0,2.1091718673706055
502,2,2.0,0.1538461595773697,0.0,0.0,3.4148266315460205
503,3,3.0,0.23076923191547394,0.0,0.0,2.955861806869507
504,4,4.0,0.3076923191547394,0.0,0.0,0.572717547416687
505,5,5.0,0.38461539149284363,1.0,1.0,0.008363941684365273
506,6,6.0,0.4615384638309479,1.0,1.0,0.0021257493644952774
507,7,7.0,0.5384615659713745,1.0,1.0,0.0020356159657239914
508,8,8.0,0.6153846383094788,1.0,1.0,0.0020356159657239914
509,9,8.0,0.6153846383094788,1.0,1.0,0.0020356159657239914
510,10,8.0,0.6153846383094788,1.0,1.0,0.0020356159657239914
511,11,11.0,0.8461538553237915,1.0,1.0,0.00014841079246252775
512,12,11.0,0.8461538553237915,1.0,1.0,0.00014841079246252775
513,13,13.0,1.0,1.0,1.0,1.2790267511775255e-08
514,14,13.0,1.0,1.0,1.0,1.2790267511775255e-08
515,15,13.0,1.0,1.0,1.0,1.2790267511775255e-08
516,16,13.0,1.0,1.0,1.0,1.2790267511775255e-08
517,17,13.0,1.0,1.0,1.0,1.2790267511775255e-08
518,18,13.0,1.0,1.0,1.0,1.2790267511775255e-08
519,19,13.0,1.0,1.0,1.0,1.2790267511775255e-08
520,0,0.0,0.0,1.0,1.0,0.3585416078567505
521,1,1.0,0.1428571492433548,1.0,1.0,0.06480342894792557
522,2,2.0,0.2857142984867096,0.0,0.0,0.9634531140327454
523,3,3.0,0.4285714328289032,0.0,0.0,1.153641939163208
524,4,4.0,0.5714285969734192,1.0,1.0,0.05809439346194267
525,5,5.0,0.7142857313156128,0.0,0.0,0.7931289672851562
526,6,6.0,0.8571428656578064,1.0,1.0,0.0025672991760075092
527,7,7.0,1.0,1.0,1.0,-1.1412991440806763e-08
528,8,7.0,1.0,1.0,1.0,-1.1412991440806763e-08
529,9,7.0,1.0,1.0,1.0,-1.1412991440806763e-08
530,10,7.0,1.0,1.0,1.0,-1.1412991440806763e-08
531,11,7.0,1.0,1.0,1.0,-1.1412991440806763e-08
532,12,7.0,1.0,1.0,1.0,-1.1412991440806763e-08
533,13,7.0,1.0,1.0,1.0,-1.1412991440806763e-08
534,14,7.0,1.0,1.0,1.0,-1.1412991440806763e-08
535,15,7.0,1.0,1.0,1.0,-1.1412991440806763e-08
536,16,7.0,1.0,1.0,1.0,-1.1412991440806763e-08
537,17,7.0,1.0,1.0,1.0,-1.1412991440806763e-08
538,18,7.0,1.0,1.0,1.0,-1.1412991440806763e-08
539,19,7.0,1.0,1.0,1.0,-1.1412991440806763e-08
540,0,0.0,0.0,0.0,0.0,3.35463809967041
541,1,1.0,0.0034602077212184668,0.0,0.0,3.35463809967041
542,2,2.0,0.0069204154424369335,0.0,0.0,4.309636116027832
543,3,3.0,0.010380622930824757,0.0,0.0,1.5854936838150024
544,4,4.0,0.013840830884873867,0.0,0.0,2.091130256652832
545,5,5.0,0.017301037907600403,1.0,1.0,0.0036465865559875965
546,6,6.0,0.020761245861649513,1.0,1.0,0.0033839521929621696
547,7,7.0,0.024221453815698624,1.0,1.0,0.0007876553572714329
548,8,8.0,0.027681661769747734,1.0,1.0,0.0007876553572714329
549,9,9.0,0.031141867861151695,1.0,1.0,0.0007876553572714329
550,10,10.0,0.034602075815200806,1.0,1.0,0.0007876553572714329
551,11,11.0,0.03806228190660477,1.0,1.0,0.0007876553572714329
552,12,12.0,0.041522491723299026,1.0,1.0,0.0007876553572714329
553,13,13.0,0.04498269781470299,1.0,1.0,0.0007876553572714329
554,14,14.0,0.04844290763139725,1.0,1.0,0.0007876553572714329
555,15,15.0,0.05190311372280121,1.0,1.0,0.0007876553572714329
556,16,16.0,0.05536332353949547,1.0,1.0,0.006109432317316532
557,17,17.0,0.05882352963089943,1.0,1.0,0.00042045535519719124
558,18,18.0,0.06228373572230339,1.0,1.0,0.00042045535519719124
559,19,19.0,0.06574394553899765,1.0,1.0,0.00042045535519719124
560,0,0.0,0.0,0.0,0.0,3.3574635982513428
561,1,1.0,0.006896551698446274,0.0,0.0,3.3574635982513428
562,2,2.0,0.013793103396892548,0.0,0.0,4.312094211578369
563,3,3.0,0.02068965509533882,0.0,0.0,1.5871548652648926
564,4,4.0,0.027586206793785095,0.0,0.0,2.0929133892059326
565,5,5.0,0.03448275849223137,1.0,1.0,0.003552044741809368
566,6,6.0,0.04137931019067764,1.0,1.0,0.003420380875468254
567,7,7.0,0.04827586188912392,1.0,1.0,0.0007847966626286507
568,8,8.0,0.05517241358757019,1.0,1.0,0.0007847966626286507
569,9,9.0,0.062068965286016464,1.0,1.0,0.0007847966626286507
570,10,10.0,0.06896551698446274,1.0,1.0,0.0007847966626286507
571,11,10.0,0.06896551698446274,1.0,1.0,0.0007847966626286507
572,12,12.0,0.08275862038135529,1.0,1.0,0.0007847966626286507
573,13,13.0,0.08965517580509186,1.0,1.0,0.0007847966626286507
574,14,13.0,0.08965517580509186,1.0,1.0,0.0007847966626286507
575,15,15.0,0.1034482792019844,1.0,1.0,0.0007847966626286507
576,16,15.0,0.1034482792019844,1.0,1.0,0.0007847966626286507
577,17,15.0,0.1034482792019844,1.0,1.0,0.0007847966626286507
578,18,15.0,0.1034482792019844,1.0,1.0,0.0007847966626286507
579,19,19.0,0.1310344785451889,1.0,1.0,0.0007847966626286507
580,0,0.0,0.0,1.0,1.0,0.3585416078567505
581,1,1.0,0.1428571492433548,1.0,1.0,0.06480342894792557
582,2,2.0,0.2857142984867096,0.0,0.0,0.9634531140327454
583,3,3.0,0.4285714328289032,0.0,0.0,1.153641939163208
584,4,4.0,0.5714285969734192,1.0,1.0,0.05809439346194267
585,5,5.0,0.7142857313156128,0.0,0.0,0.7931289672851562
586,6,6.0,0.8571428656578064,1.0,1.0,0.0025672991760075092
587,7,7.0,1.0,1.0,1.0,-1.1412991440806763e-08
588,8,7.0,1.0,1.0,1.0,-1.1412991440806763e-08
589,9,7.0,1.0,1.0,1.0,-1.1412991440806763e-08
590,10,7.0,1.0,1.0,1.0,-1.1412991440806763e-08
591,11,7.0,1.0,1.0,1.0,-1.1412991440806763e-08
592,12,7.0,1.0,1.0,1.0,-1.1412991440806763e-08
593,13,7.0,1.0,1.0,1.0,-1.1412991440806763e-08
594,14,7.0,1.0,1.0,1.0,-1.1412991440806763e-08
595,15,7.0,1.0,1.0,1.0,-1.1412991440806763e-08
596,16,7.0,1.0,1.0,1.0,-1.1412991440806763e-08
597,17,7.0,1.0,1.0,1.0,-1.1412991440806763e-08
598,18,7.0,1.0,1.0,1.0,-1.1412991440806763e-08
599,19,7.0,1.0,1.0,1.0,-1.1412991440806763e-08
600,0,0.0,0.0,1.0,1.0,0.37421074509620667
601,1,1.0,0.125,1.0,1.0,0.06786678731441498
602,2,2.0,0.25,0.0,0.0,0.977879524230957
603,3,3.0,0.375,0.0,0.0,1.1932628154754639
604,4,4.0,0.5,1.0,1.0,0.06077306717634201
605,5,5.0,0.625,1.0,1.0,0.030318696051836014
606,6,6.0,0.75,1.0,1.0,0.31197431683540344
607,7,7.0,0.875,1.0,1.0,0.0017165378667414188
608,8,8.0,1.0,1.0,1.0,-2.0738344375104134e-08
609,9,8.0,1.0,1.0,1.0,-2.0738344375104134e-08
610,10,8.0,1.0,1.0,1.0,-2.0738344375104134e-08
611,11,8.0,1.0,1.0,1.0,-2.0738344375104134e-08
612,12,8.0,1.0,1.0,1.0,-2.0738344375104134e-08
613,13,8.0,1.0,1.0,1.0,-2.0738344375104134e-08
614,14,8.0,1.0,1.0,1.0,-2.0738344375104134e-08
615,15,8.0,1.0,1.0,1.0,-2.0738344375104134e-08
616,16,8.0,1.0,1.0,1.0,-2.0738344375104134e-08
617,17,8.0,1.0,1.0,1.0,-2.0738344375104134e-08
618,18,8.0,1.0,1.0,1.0,-2.0738344375104134e-08
619,19,8.0,1.0,1.0,1.0,-2.0738344375104134e-08
620,0,0.0,0.0,1.0,1.0,0.36605119705200195
621,1,1.0,0.07692307978868484,1.0,1.0,0.06392624974250793
622,2,2.0,0.1538461595773697,0.0,0.0,2.216916561126709
623,3,3.0,0.23076923191547394,0.0,0.0,1.2401108741760254
624,4,4.0,0.3076923191547394,0.0,0.0,0.5802815556526184
625,5,5.0,0.38461539149284363,1.0,1.0,0.041454240679740906
626,6,6.0,0.4615384638309479,1.0,1.0,0.014761324971914291
627,7,6.0,0.4615384638309479,1.0,1.0,0.014761324971914291
628,8,6.0,0.4615384638309479,1.0,1.0,0.014761324971914291
629,9,6.0,0.4615384638309479,1.0,1.0,0.014761324971914291
630,10,6.0,0.4615384638309479,1.0,1.0,0.014761324971914291
631,11,6.0,0.4615384638309479,1.0,1.0,0.014761324971914291
632,12,6.0,0.4615384638309479,1.0,1.0,0.014761324971914291
633,13,13.0,1.0,1.0,1.0,-2.098925122595574e-08
634,14,13.0,1.0,1.0,1.0,-2.098925122595574e-08
635,15,13.0,1.0,1.0,1.0,-2.098925122595574e-08
636,16,13.0,1.0,1.0,1.0,-2.098925122595574e-08
637,17,13.0,1.0,1.0,1.0,-2.098925122595574e-08
638,18,13.0,1.0,1.0,1.0,-2.098925122595574e-08
639,19,13.0,1.0,1.0,1.0,-2.098925122595574e-08
640,0,0.0,0.0,0.0,0.0,2.6067404747009277
641,1,1.0,0.03703703731298447,0.0,0.0,2.112668514251709
642,2,2.0,0.07407407462596893,0.0,0.0,3.6273088455200195
643,3,3.0,0.1111111119389534,0.0,0.0,1.0948797464370728
644,4,4.0,0.14814814925193787,0.0,0.0,1.51290762424469
645,5,5.0,0.18518517911434174,1.0,1.0,0.12506258487701416
646,6,6.0,0.2222222238779068,1.0,1.0,0.08748774230480194
647,7,7.0,0.25925925374031067,1.0,1.0,0.09264012426137924
648,8,8.0,0.29629629850387573,1.0,1.0,0.5639010071754456
649,9,9.0,0.3333333432674408,1.0,1.0,0.5639010071754456
650,10,10.0,0.37037035822868347,1.0,1.0,0.5639010071754456
651,11,10.0,0.37037035822868347,1.0,1.0,0.5639010071754456
652,12,10.0,0.37037035822868347,1.0,1.0,0.5639010071754456
653,13,10.0,0.37037035822868347,1.0,1.0,0.5639010071754456
654,14,10.0,0.37037035822868347,1.0,1.0,0.5639010071754456
655,15,10.0,0.37037035822868347,1.0,1.0,0.5639010071754456
656,16,10.0,0.37037035822868347,1.0,1.0,0.5639010071754456
657,17,10.0,0.37037035822868347,1.0,1.0,0.5639010071754456
658,18,10.0,0.37037035822868347,1.0,1.0,0.5639010071754456
659,19,10.0,0.37037035822868347,1.0,1.0,0.5639010071754456
660,0,0.0,0.0,1.0,0.0,2.004389762878418
661,1,1.0,0.0027322403620928526,1.0,0.0,1.5646955966949463
662,2,2.0,0.005464480724185705,0.0,1.0,0.005587408319115639
663,3,3.0,0.008196720853447914,0.0,1.0,0.11596335470676422
664,4,4.0,0.01092896144837141,0.0,1.0,0.28331077098846436
665,5,5.0,0.013661202043294907,0.0,1.0,0.20820213854312897
666,6,6.0,0.016393441706895828,0.0,1.0,0.3622806668281555
667,7,7.0,0.0191256832331419,0.0,1.0,0.22036367654800415
668,8,8.0,0.02185792289674282,0.0,1.0,0.1969275027513504
669,9,9.0,0.02459016442298889,0.0,1.0,0.1969275027513504
670,10,10.0,0.027322404086589813,0.0,1.0,0.1969275027513504
671,11,11.0,0.030054645612835884,0.0,1.0,0.1969275027513504
672,12,12.0,0.032786883413791656,0.0,1.0,0.1969275027513504
673,13,13.0,0.03551912680268288,0.0,1.0,0.1969275027513504
674,14,14.0,0.0382513664662838,0.0,1.0,0.1969275027513504
675,15,15.0,0.04098360612988472,0.0,1.0,0.1969275027513504
676,16,16.0,0.04371584579348564,0.0,1.0,0.1969275027513504
677,17,17.0,0.04644808918237686,0.0,1.0,0.1969275027513504
678,18,18.0,0.04918032884597778,0.0,1.0,0.1969275027513504
679,19,19.0,0.051912568509578705,0.0,1.0,0.1969275027513504
